orf_name,ref_name,identity_score,M,N,aln_len,orf_len,ref_len,N/aln_len,gap_openings,gap_ratio,aln_orf_len,clustering_score
"OK558721.1_Lychnis_ringspot_virus_isolate_VRS-m_replicase_gene,_complete_cds","KJ746471.1_Barley_stripe_mosaic_virus_strain_XJ_segment_alpha,_complete_sequence",0.599009900990099,1458,3636,3879,3738,3789,0.9373549883990719,27,0.0069605568445475635,3738,0.5948404585238106
"OK558721.1_Lychnis_ringspot_virus_isolate_VRS-m_replicase_gene,_complete_cds","KJ433977.1_Barley_stripe_mosaic_virus_strain_Qasr_Ibrim_segment_alpha,_complete_sequence",0.5996104618809126,1439,3594,3895,3738,3763,0.9227214377406932,29,0.007445442875481386,3738,0.5951460964394373
"OK558721.1_Lychnis_ringspot_virus_isolate_VRS-m_replicase_gene,_complete_cds","JF803283.1_Barley_stripe_mosaic_virus_strain_Norwich_segment_alpha,_complete_sequence",0.5943786166988151,1472,3629,3891,3738,3794,0.9326651246466204,24,0.006168080185042405,3738,0.5907124417307422
"OK558721.1_Lychnis_ringspot_virus_isolate_VRS-m_replicase_gene,_complete_cds","AY789693.1_Barley_stripe_mosaic_virus_segment_RNA1,_complete_sequence",0.6006089122612788,1443,3613,3908,3738,3795,0.9245138178096213,26,0.006653019447287615,3738,0.5966130494877903
"OK647860.1_Barley_stripe_mosaic_virus_isolate_Tibet_segment_alpha,_complete_sequence","MW752157.1_Ligustrum_mosaic_virus_isolate_CH_segment_RNA1,_complete_sequence",0.6003834565872364,1459,3651,3840,3765,3739,0.95078125,23,0.005989583333333334,3762,0.5967874098420524
"OK647860.1_Barley_stripe_mosaic_virus_isolate_Tibet_segment_alpha,_complete_sequence","MK377386.1_Poa_semilatent_virus_isolate_Canada_segment_alpha,_complete_sequence",0.6531652360515021,1293,3728,3900,3765,3873,0.9558974358974359,25,0.00641025641025641,3755,0.6489782794101463
"OK647860.1_Barley_stripe_mosaic_virus_isolate_Tibet_segment_alpha,_complete_sequence","MG913809.1_Lychnis_ringspot_virus_strain_SN_segment_RNA_alpha,_complete_sequence",0.5980662983425414,1455,3620,3896,3765,3762,0.9291581108829569,28,0.007186858316221766,3765,0.5937680805926464
"OK647860.1_Barley_stripe_mosaic_virus_isolate_Tibet_segment_alpha,_complete_sequence","KY615795.1_Barley_stripe_mosaic_virus_isolate_R_segment_alpha,_complete_sequence",0.9556440903054448,167,3765,3778,3765,3778,0.9965590259396506,1,0.00026469031233456857,3765,0.9553911405727012
"OK647860.1_Barley_stripe_mosaic_virus_isolate_Tibet_segment_alpha,_complete_sequence","KY615796.1_Barley_stripe_mosaic_virus_isolate_M_segment_alpha,_complete_sequence",0.9561752988047809,165,3765,3775,3765,3775,0.9973509933774835,1,0.00026490066225165563,3765,0.9559220073348988
"OK647860.1_Barley_stripe_mosaic_virus_isolate_Tibet_segment_alpha,_complete_sequence","KY615797.1_Barley_stripe_mosaic_virus_isolate_De-M_segment_alpha,_complete_sequence",0.947675962815405,197,3765,3791,3765,3791,0.9931416512793458,1,0.0002637826431020839,3765,0.9474259823451292
"OK647860.1_Barley_stripe_mosaic_virus_isolate_Tibet_segment_alpha,_complete_sequence","KY615804.1_Barley_stripe_mosaic_virus_isolate_M/R_segment_alpha,_complete_sequence",0.953519256308101,175,3765,3776,3765,3776,0.9970868644067796,2,0.0005296610169491525,3765,0.9530142143291241
"OK647860.1_Barley_stripe_mosaic_virus_isolate_Tibet_segment_alpha,_complete_sequence","MF768253.1_Lychnis_ringspot_virus_isolate_mild_segment_RNA_alpha,_complete_sequence",0.6059857221306975,1435,3642,3881,3765,3759,0.9384179335222881,31,0.007987632053594434,3765,0.6011453311525857
"OK647860.1_Barley_stripe_mosaic_virus_isolate_Tibet_segment_alpha,_complete_sequence","KJ746471.1_Barley_stripe_mosaic_virus_strain_XJ_segment_alpha,_complete_sequence",0.9588313413014609,155,3765,3789,3765,3789,0.9936658749010293,1,0.0002639218791237794,3765,0.9585782847321017
"OK647860.1_Barley_stripe_mosaic_virus_isolate_Tibet_segment_alpha,_complete_sequence","KJ433977.1_Barley_stripe_mosaic_virus_strain_Qasr_Ibrim_segment_alpha,_complete_sequence",0.9502659574468085,187,3760,3768,3765,3763,0.9978768577494692,2,0.0005307855626326964,3765,0.9497615699959344
"OK647860.1_Barley_stripe_mosaic_virus_isolate_Tibet_segment_alpha,_complete_sequence","JF803283.1_Barley_stripe_mosaic_virus_strain_Norwich_segment_alpha,_complete_sequence",0.9590969455511288,154,3765,3794,3765,3794,0.9923563521349499,3,0.0007907221929362151,3765,0.9583385663111041
"OK647860.1_Barley_stripe_mosaic_virus_isolate_Tibet_segment_alpha,_complete_sequence","AY789693.1_Barley_stripe_mosaic_virus_segment_RNA1,_complete_sequence",0.949800796812749,189,3765,3795,3765,3795,0.9920948616600791,2,0.0005270092226613965,3765,0.9493002430331375
"MW752157.1_Ligustrum_mosaic_virus_isolate_CH_segment_RNA1,_complete_sequence","MK377386.1_Poa_semilatent_virus_isolate_Canada_segment_alpha,_complete_sequence",0.6012051492741715,1456,3651,3960,3739,3873,0.921969696969697,28,0.007070707070707071,3739,0.596954203774253
"MW752157.1_Ligustrum_mosaic_virus_isolate_CH_segment_RNA1,_complete_sequence","MG913809.1_Lychnis_ringspot_virus_strain_SN_segment_RNA_alpha,_complete_sequence",0.679816265874088,1185,3701,3789,3739,3762,0.9767748746371074,16,0.00422275006598047,3739,0.6769455716925137
"MW752157.1_Ligustrum_mosaic_virus_isolate_CH_segment_RNA1,_complete_sequence","KY615795.1_Barley_stripe_mosaic_virus_isolate_R_segment_alpha,_complete_sequence",0.6050397151465352,1442,3651,3853,3739,3778,0.9475733194913055,25,0.006488450558006748,3729,0.6011139448691765
"MW752157.1_Ligustrum_mosaic_virus_isolate_CH_segment_RNA1,_complete_sequence","KY615796.1_Barley_stripe_mosaic_virus_isolate_M_segment_alpha,_complete_sequence",0.6053136127088469,1441,3651,3850,3739,3775,0.9483116883116883,25,0.006493506493506494,3729,0.6013830048341141
"MW752157.1_Ligustrum_mosaic_virus_isolate_CH_segment_RNA1,_complete_sequence","KY615797.1_Barley_stripe_mosaic_virus_isolate_De-M_segment_alpha,_complete_sequence",0.6074357572443958,1436,3658,3859,3739,3791,0.9479139673490542,22,0.005700958797615963,3729,0.6039727910201468
"MW752157.1_Ligustrum_mosaic_virus_isolate_CH_segment_RNA1,_complete_sequence","KY615804.1_Barley_stripe_mosaic_virus_isolate_M/R_segment_alpha,_complete_sequence",0.6042180224596001,1445,3651,3851,3739,3776,0.9480654375486887,25,0.006491820306413918,3729,0.6002955476318956
"MW752157.1_Ligustrum_mosaic_virus_isolate_CH_segment_RNA1,_complete_sequence","MF768253.1_Lychnis_ringspot_virus_isolate_mild_segment_RNA_alpha,_complete_sequence",0.6864704293815824,1161,3703,3794,3739,3759,0.9760147601476015,16,0.004217185028993147,3739,0.6835754565639479
"MW752157.1_Ligustrum_mosaic_virus_isolate_CH_segment_RNA1,_complete_sequence","KJ746471.1_Barley_stripe_mosaic_virus_strain_XJ_segment_alpha,_complete_sequence",0.6030054644808743,1453,3660,3855,3739,3789,0.9494163424124513,20,0.005188067444876783,3729,0.5998770314615183
"MW752157.1_Ligustrum_mosaic_virus_isolate_CH_segment_RNA1,_complete_sequence","KJ433977.1_Barley_stripe_mosaic_virus_strain_Qasr_Ibrim_segment_alpha,_complete_sequence",0.6018087147163607,1453,3649,3849,3739,3763,0.9480384515458561,24,0.006235385814497272,3738,0.5980562051935775
"MW752157.1_Ligustrum_mosaic_virus_isolate_CH_segment_RNA1,_complete_sequence","JF803283.1_Barley_stripe_mosaic_virus_strain_Norwich_segment_alpha,_complete_sequence",0.6090534979423868,1425,3645,3875,3739,3794,0.9406451612903226,26,0.006709677419354839,3729,0.6049669454400638
"MW752157.1_Ligustrum_mosaic_virus_isolate_CH_segment_RNA1,_complete_sequence","AY789693.1_Barley_stripe_mosaic_virus_segment_RNA1,_complete_sequence",0.609456135556163,1429,3659,3862,3739,3795,0.9474365613671673,23,0.005955463490419472,3729,0.6058265417918461
"MK377386.1_Poa_semilatent_virus_isolate_Canada_segment_alpha,_complete_sequence","MG913809.1_Lychnis_ringspot_virus_strain_SN_segment_RNA_alpha,_complete_sequence",0.6001648804616653,1455,3639,3986,3873,3762,0.9129453085800301,28,0.007024586051179127,3873,0.5959489706139667
"MK377386.1_Poa_semilatent_virus_isolate_Canada_segment_alpha,_complete_sequence","KY615795.1_Barley_stripe_mosaic_virus_isolate_R_segment_alpha,_complete_sequence",0.6559657570893527,1286,3738,3903,3873,3778,0.9577248270561107,28,0.0071739687419933385,3873,0.6512598792521757
"MK377386.1_Poa_semilatent_virus_isolate_Canada_segment_alpha,_complete_sequence","KY615796.1_Barley_stripe_mosaic_virus_isolate_M_segment_alpha,_complete_sequence",0.6558823529411765,1287,3740,3898,3873,3775,0.9594663930220626,28,0.007183170856849667,3873,0.6511710379380073
"MK377386.1_Poa_semilatent_virus_isolate_Canada_segment_alpha,_complete_sequence","KY615797.1_Barley_stripe_mosaic_virus_isolate_De-M_segment_alpha,_complete_sequence",0.6497326203208555,1310,3740,3909,3873,3791,0.9567664364287541,27,0.006907137375287797,3858,0.6452448278550936
"MK377386.1_Poa_semilatent_virus_isolate_Canada_segment_alpha,_complete_sequence","KY615804.1_Barley_stripe_mosaic_virus_isolate_M/R_segment_alpha,_complete_sequence",0.6556149732620321,1288,3740,3899,3873,3776,0.9592203129007438,28,0.00718132854578097,3873,0.650906786739504
"MK377386.1_Poa_semilatent_virus_isolate_Canada_segment_alpha,_complete_sequence","MF768253.1_Lychnis_ringspot_virus_isolate_mild_segment_RNA_alpha,_complete_sequence",0.6130968622100955,1418,3665,3967,3873,3759,0.9238719435341568,34,0.008570708343836652,3873,0.6078421878175714
"MK377386.1_Poa_semilatent_virus_isolate_Canada_segment_alpha,_complete_sequence","KJ746471.1_Barley_stripe_mosaic_virus_strain_XJ_segment_alpha,_complete_sequence",0.6537027171017582,1300,3754,3898,3873,3789,0.9630579784504875,25,0.006413545407901488,3873,0.6495101650423575
"MK377386.1_Poa_semilatent_virus_isolate_Canada_segment_alpha,_complete_sequence","KJ433977.1_Barley_stripe_mosaic_virus_strain_Qasr_Ibrim_segment_alpha,_complete_sequence",0.6518697874630077,1294,3717,3909,3873,3763,0.9508825786646201,29,0.007418777180864671,3873,0.647033710758882
"MK377386.1_Poa_semilatent_virus_isolate_Canada_segment_alpha,_complete_sequence","JF803283.1_Barley_stripe_mosaic_virus_strain_Norwich_segment_alpha,_complete_sequence",0.6531266702298236,1298,3742,3915,3873,3794,0.9558109833971903,25,0.006385696040868455,3873,0.6489560018375514
"MK377386.1_Poa_semilatent_virus_isolate_Canada_segment_alpha,_complete_sequence","AY789693.1_Barley_stripe_mosaic_virus_segment_RNA1,_complete_sequence",0.6511442256519425,1311,3758,3900,3873,3795,0.9635897435897436,26,0.006666666666666667,3873,0.6468032641475963
"MG913809.1_Lychnis_ringspot_virus_strain_SN_segment_RNA_alpha,_complete_sequence","KY615795.1_Barley_stripe_mosaic_virus_isolate_R_segment_alpha,_complete_sequence",0.5945797974267726,1481,3653,3876,3762,3778,0.9424664602683178,26,0.006707946336429308,3751,0.5905913880529088
"MG913809.1_Lychnis_ringspot_virus_strain_SN_segment_RNA_alpha,_complete_sequence","KY615796.1_Barley_stripe_mosaic_virus_isolate_M_segment_alpha,_complete_sequence",0.5947945205479452,1479,3650,3876,3762,3775,0.9416924664602683,26,0.006707946336429308,3751,0.5908046708229074
"MG913809.1_Lychnis_ringspot_virus_strain_SN_segment_RNA_alpha,_complete_sequence","KY615797.1_Barley_stripe_mosaic_virus_isolate_De-M_segment_alpha,_complete_sequence",0.6021416803953872,1449,3642,3900,3762,3791,0.9338461538461539,30,0.007692307692307693,3751,0.5975098213154226
