orf_name,ref_name,identity_score,M,N,aln_len,orf_len,ref_len,N/aln_len,gap_openings,gap_ratio,aln_orf_len,clustering_score
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","MZ405651.1_Soil-borne_wheat_mosaic_virus_isolate_DSMZ_PV-0748_segment_RNA_1,_partial_sequence",0.6647948164146869,2328,6945,7299,7226,7058,0.9515002055076038,41,0.005617207836689958,7186,0.6610605257621314
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","MK290758.1_Soil-borne_wheat_mosaic_virus_isolate_Oregon_segment_RNA1,_complete_sequence",0.665086887835703,2332,6963,7367,7226,7104,0.9451608524501154,41,0.005565359033527895,7226,0.6613854405164057
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","MN123252.1_Japanese_soil-borne_wheat_mosaic_virus_isolate_Bornum_segment_RNA1,_complete_sequence",0.847651775486827,1064,6984,7104,7226,7003,0.9831081081081081,15,0.0021114864864864866,7085,0.8458619702176403
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","MN123253.1_Japanese_soil-borne_wheat_mosaic_virus_isolate_HYT-38_segment_RNA1,_complete_sequence",0.8456471935853379,1078,6984,7104,7226,7003,0.9831081081081081,15,0.0021114864864864866,7085,0.8438616209637472
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","MN241032.1_Soil-borne_wheat_mosaic_virus_isolate_SBWMV-OH2_segment_RNA1,_complete_sequence",0.6659965537047674,2326,6964,7356,7226,7110,0.9467101685698749,42,0.005709624796084829,7213,0.6621939632676276
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","LC481571.1_Japanese_soil-borne_wheat_mosaic_virus_JO_genomic_RNA,_segment:_1,_complete_sequence",0.998477508650519,11,7225,7226,7226,7225,0.9998616108497094,1,0.0001383891502906172,7226,0.9983393301965126
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","LC481573.1_Japanese_soil-borne_wheat_mosaic_virus_MS3_genomic_RNA,_segment:_1,_complete_sequence",0.9890657439446366,79,7225,7226,7226,7225,0.9998616108497094,1,0.0001383891502906172,7226,0.9889288679767506
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","LC481577.1_Japanese_soil-borne_wheat_mosaic_virus_MH3_genomic_RNA,_segment:_1,_complete_sequence",0.9885121107266436,83,7225,7226,7226,7225,0.9998616108497094,1,0.0001383891502906172,7226,0.9883753113755881
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","LC475518.1_Japanese_soil-borne_wheat_mosaic_virus_OT7_genomic_RNA,_segment:_1,_complete_sequence",0.9983391003460208,12,7225,7226,7226,7225,0.9998616108497094,1,0.0001383891502906172,7226,0.998200941046222
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","LC475520.1_Japanese_soil-borne_wheat_mosaic_virus_S4_genomic_RNA,_segment:_1,_complete_sequence",0.9980622837370242,14,7225,7226,7226,7225,0.9998616108497094,1,0.0001383891502906172,7226,0.9979241627456408
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","LC475522.1_Japanese_soil-borne_wheat_mosaic_virus_I7_genomic_RNA,_segment:_1,_complete_sequence",0.9890657439446366,79,7225,7226,7226,7225,0.9998616108497094,1,0.0001383891502906172,7226,0.9889288679767506
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","LC475524.1_Japanese_soil-borne_wheat_mosaic_virus_I9_genomic_RNA,_segment:_1,_complete_sequence",0.9890657439446366,79,7225,7226,7226,7225,0.9998616108497094,1,0.0001383891502906172,7226,0.9889288679767506
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","LC475526.1_Japanese_soil-borne_wheat_mosaic_virus_T4_genomic_RNA,_segment:_1,_complete_sequence",0.9886473764363838,82,7223,7226,7226,7223,0.9995848325491281,2,0.0002767783005812344,7226,0.9883737402956596
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","KT736088.1_Soil-borne_wheat_mosaic_virus_isolate_OH_segment_RNA1,_complete_sequence",0.6670967741935484,2322,6975,7356,7226,7105,0.9482055464926591,42,0.005709624796084829,7226,0.6632879019102247
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","AB935553.1_Chinese_wheat_mosaic_virus_genomic_RNA,_complete_genome,_isolate:_Nagano-A,_segment:_1",0.6635487120448986,2338,6949,7424,7226,7147,0.9360183189655172,39,0.00525323275862069,7226,0.6600629362138438
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","AB299271.1_Chinese_wheat_mosaic_virus_genomic_RNA,_complete_genome,_segment:_RNA1",0.6683125181527738,2284,6886,7487,7226,7147,0.9197275277147055,44,0.00587685321223454,7226,0.6643849435836912
"NC_038850.1_Japanese_soil-borne_wheat_mosaic_virus_genomic_RNA_1_for_152-kDa_protein,_59-kDa_readthrough_protein,_37-kDa_movement_protein,_complete_and_partial_cds","AJ271838.1_Chinese_wheat_mosaic_virus_ORF1,_ORF2_and_ORF3,_genomic_segment_RNA1,_complete_sequence",0.66758480719049,2293,6898,7475,7226,7147,0.9228093645484949,44,0.00588628762541806,7226,0.6636552110010074
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence",0.6208028652439934,2541,6701,7276,7111,6878,0.9209730621220451,58,0.007971412864211104,7099,0.6158541892978483
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,NC_002351.1_Soil-borne_cereal_mosaic_virus_RNA1_complete_genome,0.6537621889099112,2379,6871,7265,7111,7025,0.9457673778389539,36,0.004955264969029594,7111,0.6505226240371298
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"NC_002359.1_Chinese_wheat_mosaic_virus_RNA1,_complete_sequence",0.6606393750904094,2346,6913,7345,7111,7147,0.9411844792375765,48,0.006535057862491491,7111,0.6563220585479533
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"NC_002041.1_Soil-borne_wheat_mosaic_virus_RNA1,_complete_sequence",0.6558874709976799,2373,6896,7314,7111,7099,0.9428493300519551,40,0.005468963631391851,7111,0.6523004462725079
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"OR886214.1_Soil-borne_wheat_mosaic_virus_isolate_19PN2_SBWMV_segment_RNA1,_complete_sequence",0.6517449565601532,2365,6791,7210,7111,6995,0.9418862690707351,42,0.005825242718446602,7006,0.6479483839976669
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"OR886215.1_Soil-borne_wheat_mosaic_virus_isolate_21RL5_SBWMV_segment_RNA1,_complete_sequence",0.655412259092885,2378,6901,7303,7111,7096,0.944954128440367,40,0.005477201150212241,7108,0.6518224343135183
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"OQ427639.1_Soil-borne_cereal_mosaic_virus_isolate_CAD22_segment_RNA1,_complete_sequence",0.6532846715328466,2375,6850,7275,7111,7052,0.9415807560137457,39,0.0053608247422680414,7084,0.6497825269019489
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"OM867858.1_Soil-borne_cereal_mosaic_virus_isolate_DSMZ_PV-0552_segment_RNA_1,_partial_sequence",0.6577024261911721,2342,6842,7272,7111,7014,0.9408690869086909,39,0.005363036303630363,7100,0.6541751442025231
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"LC642564.1_Japanese_soil-borne_wheat_mosaic_virus_TI_RNA,_segment_1,_complete_sequence",0.6975130133024869,2092,6916,7364,7111,7197,0.9391634980988594,42,0.005703422053231939,7083,0.6935348022000013
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"MZ405651.1_Soil-borne_wheat_mosaic_virus_isolate_DSMZ_PV-0748_segment_RNA_1,_partial_sequence",0.6528406601431284,2377,6847,7278,7111,7058,0.9407804341852157,38,0.005221214619400934,7067,0.6494320389442497
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"MK290758.1_Soil-borne_wheat_mosaic_virus_isolate_Oregon_segment_RNA1,_complete_sequence",0.6513921113689095,2404,6896,7319,7111,7104,0.9422052192922531,40,0.0054652274900942755,7111,0.6478321052950256
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"MN123252.1_Japanese_soil-borne_wheat_mosaic_virus_isolate_Bornum_segment_RNA1,_complete_sequence",0.6934038489789922,2087,6807,7166,7111,7003,0.9499023164945576,35,0.004884175272118337,6970,0.6900171430462173
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"MN123253.1_Japanese_soil-borne_wheat_mosaic_virus_isolate_HYT-38_segment_RNA1,_complete_sequence",0.6965730254449184,2063,6799,7174,7111,7003,0.9477279063284081,38,0.005296905492054642,6970,0.6928833439608221
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"MN241032.1_Soil-borne_wheat_mosaic_virus_isolate_SBWMV-OH2_segment_RNA1,_complete_sequence",0.6503982621288922,2414,6905,7285,7111,7110,0.9478380233356212,36,0.004941660947151681,7098,0.6471842144368345
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"LC481571.1_Japanese_soil-borne_wheat_mosaic_virus_JO_genomic_RNA,_segment:_1,_complete_sequence",0.6995535071294829,2086,6943,7393,7111,7225,0.9391316109833626,44,0.005951575814960097,7111,0.6953900613951806
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"LC481573.1_Japanese_soil-borne_wheat_mosaic_virus_MS3_genomic_RNA,_segment:_1,_complete_sequence",0.6983006912442397,2095,6944,7392,7111,7225,0.9393939393939394,42,0.005681818181818182,7111,0.6943330736803519
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"LC481577.1_Japanese_soil-borne_wheat_mosaic_virus_MH3_genomic_RNA,_segment:_1,_complete_sequence",0.6987327188940092,2092,6944,7392,7111,7225,0.9393939393939394,42,0.005681818181818182,7111,0.6947626466275659
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"LC475518.1_Japanese_soil-borne_wheat_mosaic_virus_OT7_genomic_RNA,_segment:_1,_complete_sequence",0.6995535071294829,2086,6943,7393,7111,7225,0.9391316109833626,44,0.005951575814960097,7111,0.6953900613951806
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"LC475520.1_Japanese_soil-borne_wheat_mosaic_virus_S4_genomic_RNA,_segment:_1,_complete_sequence",0.6994094771712516,2087,6943,7393,7111,7225,0.9391316109833626,44,0.005951575814960097,7111,0.6952468886421652
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"LC475522.1_Japanese_soil-borne_wheat_mosaic_virus_I7_genomic_RNA,_segment:_1,_complete_sequence",0.6983006912442397,2095,6944,7392,7111,7225,0.9393939393939394,42,0.005681818181818182,7111,0.6943330736803519
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"LC475524.1_Japanese_soil-borne_wheat_mosaic_virus_I9_genomic_RNA,_segment:_1,_complete_sequence",0.6985887096774194,2093,6944,7392,7111,7225,0.9393939393939394,42,0.005681818181818182,7111,0.6946194556451613
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"LC475526.1_Japanese_soil-borne_wheat_mosaic_virus_T4_genomic_RNA,_segment:_1,_complete_sequence",0.6982222864575806,2088,6919,7415,7111,7223,0.9331085637221848,38,0.005124747134187458,7111,0.6946440737960313
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"KT736088.1_Soil-borne_wheat_mosaic_virus_isolate_OH_segment_RNA1,_complete_sequence",0.6527777777777778,2400,6912,7304,7111,7105,0.9463307776560789,36,0.004928806133625411,7111,0.6495603626627723
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"AB935553.1_Chinese_wheat_mosaic_virus_genomic_RNA,_complete_genome,_isolate:_Nagano-A,_segment:_1",0.661549601737871,2337,6905,7353,7111,7147,0.9390724874201006,47,0.006391948864409085,7111,0.6573210105122924
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"AB299271.1_Chinese_wheat_mosaic_virus_genomic_RNA,_complete_genome,_segment:_RNA1",0.65835734870317,2371,6940,7318,7111,7147,0.948346542771249,47,0.006422519814156874,7111,0.6541290355863281
NC_002358.1_Oat_golden_stripe_virus_RNA1_complete_genome,"AJ271838.1_Chinese_wheat_mosaic_virus_ORF1,_ORF2_and_ORF3,_genomic_segment_RNA1,_complete_sequence",0.6546917660583418,2403,6959,7299,7111,7147,0.9534182764762297,43,0.005891217975065077,7111,0.6508348341580118
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence",NC_002351.1_Soil-borne_cereal_mosaic_virus_RNA1_complete_genome,0.614409307875895,2585,6704,7197,6878,7025,0.9314992357926914,64,0.008892594136445742,6876,0.6089456152673002
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","NC_002359.1_Chinese_wheat_mosaic_virus_RNA1,_complete_sequence",0.6156594224471569,2582,6718,7297,6878,7147,0.9206523228724133,69,0.00945594079758805,6878,0.6098377833970193
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","NC_002041.1_Soil-borne_wheat_mosaic_virus_RNA1,_complete_sequence",0.6111866969009826,2572,6615,7352,6878,7099,0.8997551686615887,66,0.008977149075081611,6878,0.6056999828101958
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","OR886214.1_Soil-borne_wheat_mosaic_virus_isolate_19PN2_SBWMV_segment_RNA1,_complete_sequence",0.6087023134671365,2554,6527,7231,6878,6995,0.9026414050615406,66,0.00912736827548057,6773,0.603146463281985
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","OR886215.1_Soil-borne_wheat_mosaic_virus_isolate_21RL5_SBWMV_segment_RNA1,_complete_sequence",0.6076101669423973,2609,6649,7312,6878,7096,0.9093271334792122,63,0.00861597374179431,6875,0.6023750136987743
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","OQ427639.1_Soil-borne_cereal_mosaic_virus_isolate_CAD22_segment_RNA1,_complete_sequence",0.6136842105263158,2569,6650,7219,6878,7052,0.9211802188668791,64,0.008865493835711318,6851,0.6082435969408214
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","OM867858.1_Soil-borne_cereal_mosaic_virus_isolate_DSMZ_PV-0552_segment_RNA_1,_partial_sequence",0.6129804097502617,2588,6687,7183,6878,7014,0.9309480718362801,60,0.008353055826256438,6867,0.6078601501672162
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","LC642564.1_Japanese_soil-borne_wheat_mosaic_virus_TI_RNA,_segment_1,_complete_sequence",0.6297840655249441,2486,6715,7345,6878,7197,0.9142273655547992,54,0.007351940095302927,6863,0.6251539308022285
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","MZ405651.1_Soil-borne_wheat_mosaic_virus_isolate_DSMZ_PV-0748_segment_RNA_1,_partial_sequence",0.6062106210621062,2625,6666,7238,6878,7058,0.9209726443768997,63,0.008704061895551257,6846,0.600934126294641
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","MK290758.1_Soil-borne_wheat_mosaic_virus_isolate_Oregon_segment_RNA1,_complete_sequence",0.6151029748283753,2523,6555,7417,6878,7104,0.8837805042470002,65,0.008763651071861939,6878,0.6097124269837151
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","MN123252.1_Japanese_soil-borne_wheat_mosaic_virus_isolate_Bornum_segment_RNA1,_complete_sequence",0.6238420652999241,2477,6585,7160,6878,7003,0.9196927374301676,47,0.006564245810055866,6742,0.6197470126366426
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","MN123253.1_Japanese_soil-borne_wheat_mosaic_virus_isolate_HYT-38_segment_RNA1,_complete_sequence",0.6234990120079039,2477,6579,7166,6878,7003,0.9180854032933297,47,0.006558749651130338,6742,0.6194096380804169
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","MN241032.1_Soil-borne_wheat_mosaic_virus_isolate_SBWMV-OH2_segment_RNA1,_complete_sequence",0.6131486836098006,2542,6571,7376,6878,7110,0.8908622559652929,65,0.00881236442516269,6865,0.6077453939630223
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","LC481571.1_Japanese_soil-borne_wheat_mosaic_virus_JO_genomic_RNA,_segment:_1,_complete_sequence",0.6307806691449814,2483,6725,7365,6878,7225,0.9131025118805159,53,0.007196198234894773,6878,0.6262414464070746
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","LC481573.1_Japanese_soil-borne_wheat_mosaic_virus_MS3_genomic_RNA,_segment:_1,_complete_sequence",0.6303120356612184,2488,6730,7360,6878,7225,0.9144021739130435,54,0.007336956521739131,6878,0.6256874636604431
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","LC481577.1_Japanese_soil-borne_wheat_mosaic_virus_MH3_genomic_RNA,_segment:_1,_complete_sequence",0.6306092124814264,2486,6730,7360,6878,7225,0.9144021739130435,54,0.007336956521739131,6878,0.625982460107242
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","LC475518.1_Japanese_soil-borne_wheat_mosaic_virus_OT7_genomic_RNA,_segment:_1,_complete_sequence",0.6308355634849836,2483,6726,7364,6878,7225,0.9133623030961434,53,0.007197175448126018,6878,0.6262953292556647
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","LC475520.1_Japanese_soil-borne_wheat_mosaic_virus_S4_genomic_RNA,_segment:_1,_complete_sequence",0.6311329170383586,2481,6726,7364,6878,7225,0.9133623030961434,55,0.007468766974470397,6878,0.6264191323510814
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","LC475522.1_Japanese_soil-borne_wheat_mosaic_virus_I7_genomic_RNA,_segment:_1,_complete_sequence",0.6300148588410104,2490,6730,7360,6878,7225,0.9144021739130435,54,0.007336956521739131,6878,0.6253924672136443
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","LC475524.1_Japanese_soil-borne_wheat_mosaic_virus_I9_genomic_RNA,_segment:_1,_complete_sequence",0.6303120356612184,2488,6730,7360,6878,7225,0.9144021739130435,54,0.007336956521739131,6878,0.6256874636604431
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","LC475526.1_Japanese_soil-borne_wheat_mosaic_virus_T4_genomic_RNA,_segment:_1,_complete_sequence",0.6302021403091558,2488,6728,7360,6878,7223,0.9141304347826087,55,0.007472826086956522,6878,0.6254927493149977
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","KT736088.1_Soil-borne_wheat_mosaic_virus_isolate_OH_segment_RNA1,_complete_sequence",0.6156411033646559,2536,6598,7375,6878,7105,0.8946440677966102,66,0.008949152542372881,6878,0.6101316372192909
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","AB935553.1_Chinese_wheat_mosaic_virus_genomic_RNA,_complete_genome,_isolate:_Nagano-A,_segment:_1",0.6159366123486321,2569,6689,7326,6878,7147,0.913049413049413,67,0.009145509145509146,6878,0.6103035584273437
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","AB299271.1_Chinese_wheat_mosaic_virus_genomic_RNA,_complete_genome,_segment:_RNA1",0.6216459301454055,2524,6671,7344,6878,7147,0.9083605664488017,69,0.009395424836601307,6878,0.6158053025337452
"NC_004014.1_Sorghum_chlorotic_spot_virus_RNA_1,_complete_sequence","AJ271838.1_Chinese_wheat_mosaic_virus_ORF1,_ORF2_and_ORF3,_genomic_segment_RNA1,_complete_sequence",0.6159474391518591,2572,6697,7318,6878,7147,0.9151407488384805,65,0.008882208253621208,6878,0.6104764657240277
NC_002351.1_Soil-borne_cereal_mosaic_virus_RNA1_complete_genome,"NC_002359.1_Chinese_wheat_mosaic_virus_RNA1,_complete_sequence",0.7076057151104056,2026,6929,7243,7025,7147,0.9566477978738092,32,0.00441805881540798,7025,0.704479471442929
NC_002351.1_Soil-borne_cereal_mosaic_virus_RNA1_complete_genome,"NC_002041.1_Soil-borne_wheat_mosaic_virus_RNA1,_complete_sequence",0.7163426925845933,1970,6945,7179,7025,7099,0.9674049310488926,26,0.003621674327900822,7025,0.7137483326448802
NC_002351.1_Soil-borne_cereal_mosaic_virus_RNA1_complete_genome,"OR886214.1_Soil-borne_wheat_mosaic_virus_isolate_19PN2_SBWMV_segment_RNA1,_complete_sequence",0.714160199150681,1952,6829,7086,7025,6995,0.9637313011572114,26,0.00366920688681908,6920,0.7115397976296652
NC_002351.1_Soil-borne_cereal_mosaic_virus_RNA1_complete_genome,"OR886215.1_Soil-borne_wheat_mosaic_virus_isolate_21RL5_SBWMV_segment_RNA1,_complete_sequence",0.7150266532199971,1978,6941,7177,7025,7096,0.9671171798801728,26,0.0036226835725233384,7022,0.7124363379094607
NC_002351.1_Soil-borne_cereal_mosaic_virus_RNA1_complete_genome,"OQ427639.1_Soil-borne_cereal_mosaic_virus_isolate_CAD22_segment_RNA1,_complete_sequence",0.9727064875678766,191,6998,7051,7025,7052,0.9924833356970643,2,0.00028364770954474543,6998,0.9724305816006187
NC_002351.1_Soil-borne_cereal_mosaic_virus_RNA1_complete_genome,"OM867858.1_Soil-borne_cereal_mosaic_virus_isolate_DSMZ_PV-0552_segment_RNA_1,_partial_sequence",0.9573709723410322,299,7014,7014,7025,7014,1.0,0,0.0,7014,0.9573709723410322
