NC_075307.1	QTT61828.1_replication-associated_protein_[Opuntia_virus_2]	23.3	386	219	9	2310	1240	7	344	2.7e-19	91.7
NC_075307.1	QTT61698.1_replication-associated_protein_[Opuntia_virus_2]	23.8	386	217	10	2310	1240	7	344	3.6e-19	91.3
NC_075307.1	QTT61693.1_replication-associated_protein_[Opuntia_virus_2]	23.6	386	218	10	2310	1240	8	345	3.6e-19	91.3
NC_075307.1	QTT61868.1_replication-associated_protein_[Opuntia_virus_2]	23.0	383	224	7	2310	1240	7	344	4.6e-19	90.9
NC_075307.1	QTT61818.1_replication-associated_protein_[Opuntia_virus_2]	23.3	387	218	10	2310	1240	8	345	4.6e-19	90.9
NC_075307.1	QTT61683.1_replication-associated_protein_[Opuntia_virus_2]	23.8	386	217	11	2310	1240	8	345	4.6e-19	90.9
NC_075307.1	QTT61803.1_replication-associated_protein_[Opuntia_virus_2]	23.1	385	221	9	2310	1240	8	345	7.9e-19	90.1
NC_075307.1	QTT61678.1_replication-associated_protein_[Opuntia_virus_2]	23.3	386	219	10	2310	1240	8	345	7.9e-19	90.1
NC_075307.1	QTT61878.1_replication-associated_protein_[Opuntia_virus_2]	23.3	386	219	10	2310	1240	8	345	1.0e-18	89.7
NC_075307.1	QTT61673.1_replication-associated_protein_[Opuntia_virus_2]	23.3	386	219	10	2310	1240	8	345	1.0e-18	89.7
NC_075307.1	QTT61763.1_replication-associated_protein_[Opuntia_virus_2]	23.8	386	217	10	2310	1240	7	344	1.8e-18	89.0
NC_075307.1	QTT61863.1_replication-associated_protein_[Opuntia_virus_2]	22.3	385	224	9	2310	1240	7	344	2.3e-18	88.6
NC_075307.1	QTT61808.1_replication-associated_protein_[Opuntia_virus_2]	22.5	387	221	10	2310	1240	7	344	3.0e-18	88.2
NC_075307.1	QTT61788.1_replication-associated_protein_[Opuntia_virus_2]	23.4	384	221	9	2310	1240	7	344	3.0e-18	88.2
NC_075307.1	QTT61768.1_replication-associated_protein_[Opuntia_virus_2]	22.5	387	221	10	2310	1240	7	344	3.0e-18	88.2
NC_075307.1	QTT61728.1_replication-associated_protein_[Opuntia_virus_2]	23.1	386	220	10	2310	1240	7	344	3.9e-18	87.8
NC_075308.1	QTT61788.1_replication-associated_protein_[Opuntia_virus_2]	34.3	134	78	3	1407	1030	217	348	8.6e-15	76.6
NC_075308.1	QTT61853.1_replication-associated_protein_[Opuntia_virus_2]	34.3	134	78	3	1407	1030	217	348	1.9e-14	75.5
NC_075308.1	QTT61793.1_replication-associated_protein_[Opuntia_virus_2]	34.3	134	78	3	1407	1030	217	348	1.9e-14	75.5
NC_075308.1	QTT61783.1_replication-associated_protein_[Opuntia_virus_2]	34.3	134	78	3	1407	1030	217	348	3.3e-14	74.7
NC_075308.1	QTT61868.1_replication-associated_protein_[Opuntia_virus_2]	32.1	134	81	3	1407	1030	217	348	4.3e-14	74.3
NC_075308.1	QTT61798.1_replication-associated_protein_[Opuntia_virus_2]	32.1	134	81	3	1407	1030	217	348	4.3e-14	74.3
NC_075308.1	QTT61848.1_replication-associated_protein_[Opuntia_virus_2]	33.6	134	79	3	1407	1030	217	348	4.3e-14	74.3
NC_075308.1	QTT61773.1_replication-associated_protein_[Opuntia_virus_2]	33.6	134	79	3	1407	1030	217	348	4.3e-14	74.3
NC_075308.1	QTT61778.1_replication-associated_protein_[Opuntia_virus_2]	33.6	134	79	3	1407	1030	217	348	4.3e-14	74.3
NC_075308.1	QTT61858.1_replication-associated_protein_[Opuntia_virus_2]	32.1	134	81	3	1407	1030	217	348	5.6e-14	73.9
NC_075308.1	QTT61698.1_replication-associated_protein_[Opuntia_virus_2]	32.1	134	81	3	1407	1030	217	348	7.3e-14	73.6
NC_075308.1	QTT61753.1_replication-associated_protein_[Opuntia_virus_2]	31.3	134	82	3	1407	1030	217	348	7.3e-14	73.6
NC_075308.1	QTT61713.1_replication-associated_protein_[Opuntia_virus_2]	31.3	134	82	3	1407	1030	217	348	7.3e-14	73.6
NC_075308.1	QTT61733.1_replication-associated_protein_[Opuntia_virus_2]	31.3	134	82	3	1407	1030	217	348	7.3e-14	73.6
NC_075308.1	QTT61828.1_replication-associated_protein_[Opuntia_virus_2]	32.1	134	81	3	1407	1030	217	348	9.5e-14	73.2
NC_075308.1	QTT61838.1_replication-associated_protein_[Opuntia_virus_2]	32.8	134	80	3	1407	1030	217	348	9.5e-14	73.2
NC_075308.1	QTT61863.1_replication-associated_protein_[Opuntia_virus_2]	32.8	137	76	3	1407	1030	217	348	1.2e-13	72.8
NC_075308.1	QTT61808.1_replication-associated_protein_[Opuntia_virus_2]	31.3	134	82	3	1407	1030	217	348	1.2e-13	72.8
NC_075308.1	QTT61758.1_replication-associated_protein_[Opuntia_virus_2]	31.3	134	82	3	1407	1030	217	348	1.2e-13	72.8
NC_075308.1	QTT61763.1_replication-associated_protein_[Opuntia_virus_2]	31.3	134	82	3	1407	1030	217	348	1.2e-13	72.8
NC_075437.1	QTT61788.1_replication-associated_protein_[Opuntia_virus_2]	50.4	131	58	4	2308	1937	214	344	1.3e-27	119.8
NC_075437.1	QTT61788.1_replication-associated_protein_[Opuntia_virus_2]	30.9	194	127	4	3065	2505	6	199	4.4e-20	94.7
NC_075437.1	QTT61828.1_replication-associated_protein_[Opuntia_virus_2]	32.1	193	124	4	3062	2505	7	199	3.6e-22	101.7
NC_075437.1	QTT61868.1_replication-associated_protein_[Opuntia_virus_2]	31.6	193	125	4	3062	2505	7	199	8.1e-22	100.5
NC_075437.1	QTT61873.1_replication-associated_protein_[Opuntia_virus_2]	31.6	193	125	4	3062	2505	7	199	8.1e-22	100.5
NC_075437.1	QTT61803.1_replication-associated_protein_[Opuntia_virus_2]	32.1	193	124	4	3062	2505	8	200	1.4e-21	99.8
NC_075437.1	QTT61818.1_replication-associated_protein_[Opuntia_virus_2]	31.6	193	125	4	3062	2505	8	200	2.4e-21	99.0
NC_075437.1	QTT61838.1_replication-associated_protein_[Opuntia_virus_2]	31.6	193	125	4	3062	2505	7	199	3.1e-21	98.6
NC_075437.1	QTT61843.1_replication-associated_protein_[Opuntia_virus_2]	31.6	193	125	4	3062	2505	8	200	3.1e-21	98.6
NC_075437.1	QTT61728.1_replication-associated_protein_[Opuntia_virus_2]	31.8	195	124	5	3065	2505	6	199	4.0e-21	98.2
NC_075437.1	QTT61693.1_replication-associated_protein_[Opuntia_virus_2]	32.1	193	124	4	3062	2505	8	200	4.0e-21	98.2
NC_075437.1	QTT61698.1_replication-associated_protein_[Opuntia_virus_2]	31.6	193	125	4	3062	2505	7	199	5.3e-21	97.8
NC_075437.1	QTT61878.1_replication-associated_protein_[Opuntia_virus_2]	32.1	193	124	4	3062	2505	8	200	6.9e-21	97.4
NC_075437.1	QTT61758.1_replication-associated_protein_[Opuntia_virus_2]	31.6	193	125	4	3062	2505	7	199	6.9e-21	97.4
NC_075437.1	QTT61753.1_replication-associated_protein_[Opuntia_virus_2]	31.3	195	125	5	3065	2505	6	199	6.9e-21	97.4
NC_075437.1	QTT61708.1_replication-associated_protein_[Opuntia_virus_2]	30.9	194	127	4	3065	2505	6	199	6.9e-21	97.4
NC_075437.1	QTT61683.1_replication-associated_protein_[Opuntia_virus_2]	32.1	193	124	4	3062	2505	8	200	6.9e-21	97.4
NC_075437.1	QTT61678.1_replication-associated_protein_[Opuntia_virus_2]	32.1	193	124	4	3062	2505	8	200	6.9e-21	97.4
NC_075437.1	QTT61673.1_replication-associated_protein_[Opuntia_virus_2]	32.1	193	124	4	3062	2505	8	200	6.9e-21	97.4
NC_075437.1	QTT61713.1_replication-associated_protein_[Opuntia_virus_2]	31.3	195	125	5	3065	2505	6	199	1.2e-20	96.7
NC_075437.1	QTT61733.1_replication-associated_protein_[Opuntia_virus_2]	31.3	195	125	5	3065	2505	6	199	1.5e-20	96.3
NC_076020.1	QTT61843.1_replication-associated_protein_[Opuntia_virus_2]	59.6	359	130	4	2817	1744	1	345	7.2e-126	446.0
NC_076020.1	QTT61878.1_replication-associated_protein_[Opuntia_virus_2]	58.8	359	133	4	2817	1744	1	345	6.1e-125	443.0
NC_076020.1	QTT61683.1_replication-associated_protein_[Opuntia_virus_2]	58.8	359	133	4	2817	1744	1	345	6.1e-125	443.0
NC_076020.1	QTT61673.1_replication-associated_protein_[Opuntia_virus_2]	58.8	359	133	4	2817	1744	1	345	8.0e-125	442.6
NC_076020.1	QTT61693.1_replication-associated_protein_[Opuntia_virus_2]	58.8	359	133	4	2817	1744	1	345	8.0e-125	442.6
NC_076020.1	QTT61803.1_replication-associated_protein_[Opuntia_virus_2]	59.3	359	131	4	2817	1744	1	345	1.0e-124	442.2
NC_076020.1	QTT61758.1_replication-associated_protein_[Opuntia_virus_2]	58.6	355	132	4	2805	1744	4	344	1.0e-124	442.2
NC_076020.1	QTT61828.1_replication-associated_protein_[Opuntia_virus_2]	59.2	355	130	4	2805	1744	4	344	2.3e-124	441.0
NC_076020.1	QTT61818.1_replication-associated_protein_[Opuntia_virus_2]	58.8	359	133	4	2817	1744	1	345	3.9e-124	440.3
NC_076020.1	QTT61678.1_replication-associated_protein_[Opuntia_virus_2]	58.5	359	134	4	2817	1744	1	345	6.7e-124	439.5
NC_076020.1	QTT61838.1_replication-associated_protein_[Opuntia_virus_2]	59.2	355	130	4	2805	1744	4	344	8.8e-124	439.1
NC_076020.1	QTT61868.1_replication-associated_protein_[Opuntia_virus_2]	58.6	355	132	4	2805	1744	4	344	1.1e-123	438.7
NC_076020.1	QTT61858.1_replication-associated_protein_[Opuntia_virus_2]	58.6	355	132	4	2805	1744	4	344	4.4e-123	436.8
NC_076020.1	QTT61698.1_replication-associated_protein_[Opuntia_virus_2]	58.3	355	133	4	2805	1744	4	344	9.7e-123	435.6
NC_076020.1	QTT61798.1_replication-associated_protein_[Opuntia_virus_2]	58.6	355	132	4	2805	1744	4	344	1.7e-122	434.9
NC_076020.1	QTT61873.1_replication-associated_protein_[Opuntia_virus_2]	58.0	355	134	4	2805	1744	4	344	2.2e-122	434.5
NC_076020.1	QTT61793.1_replication-associated_protein_[Opuntia_virus_2]	58.8	359	132	5	2817	1744	1	344	4.8e-122	433.3
NC_076020.1	QTT61783.1_replication-associated_protein_[Opuntia_virus_2]	58.5	359	133	5	2817	1744	1	344	8.2e-122	432.6
NC_076020.1	QTT61778.1_replication-associated_protein_[Opuntia_virus_2]	58.2	359	134	5	2817	1744	1	344	1.4e-121	431.8
NC_076020.1	QTT61853.1_replication-associated_protein_[Opuntia_virus_2]	57.9	359	135	5	2817	1744	1	344	3.1e-121	430.6
NC_076213.1	QTT61843.1_replication-associated_protein_[Opuntia_virus_2]	34.2	202	129	2	2718	2125	1	202	3.6e-29	124.8
NC_076213.1	QTT61818.1_replication-associated_protein_[Opuntia_virus_2]	33.7	202	130	2	2718	2125	1	202	8.8e-28	120.2
NC_076213.1	QTT61803.1_replication-associated_protein_[Opuntia_virus_2]	33.7	202	130	2	2718	2125	1	202	1.1e-27	119.8
NC_076213.1	QTT61878.1_replication-associated_protein_[Opuntia_virus_2]	32.7	202	132	2	2718	2125	1	202	7.4e-27	117.1
NC_076213.1	QTT61788.1_replication-associated_protein_[Opuntia_virus_2]	44.8	134	65	4	1946	1572	211	344	7.4e-27	117.1
NC_076213.1	QTT61788.1_replication-associated_protein_[Opuntia_virus_2]	32.5	203	130	4	2718	2125	1	201	1.3e-23	106.3
NC_076213.1	QTT61683.1_replication-associated_protein_[Opuntia_virus_2]	32.7	202	132	2	2718	2125	1	202	7.4e-27	117.1
NC_076213.1	QTT61673.1_replication-associated_protein_[Opuntia_virus_2]	32.7	202	132	2	2718	2125	1	202	7.4e-27	117.1
NC_076213.1	QTT61758.1_replication-associated_protein_[Opuntia_virus_2]	34.5	200	123	3	2706	2125	4	201	3.7e-26	114.8
NC_076213.1	QTT61693.1_replication-associated_protein_[Opuntia_virus_2]	32.2	202	133	2	2718	2125	1	202	4.8e-26	114.4
NC_076213.1	QTT61678.1_replication-associated_protein_[Opuntia_virus_2]	32.2	202	133	2	2718	2125	1	202	6.3e-26	114.0
NC_076213.1	QTT61798.1_replication-associated_protein_[Opuntia_virus_2]	33.5	200	125	3	2706	2125	4	201	1.4e-25	112.8
NC_076213.1	QTT61858.1_replication-associated_protein_[Opuntia_virus_2]	33.5	200	125	3	2706	2125	4	201	1.4e-25	112.8
NC_076213.1	QTT61828.1_replication-associated_protein_[Opuntia_virus_2]	33.0	200	126	3	2706	2125	4	201	1.8e-25	112.5
NC_076213.1	QTT61698.1_replication-associated_protein_[Opuntia_virus_2]	33.8	198	123	3	2706	2131	4	199	2.4e-25	112.1
NC_076213.1	QTT61873.1_replication-associated_protein_[Opuntia_virus_2]	32.7	199	128	3	2706	2125	4	201	3.1e-25	111.7
NC_076213.1	QTT61868.1_replication-associated_protein_[Opuntia_virus_2]	32.7	199	128	3	2706	2125	4	201	4.1e-25	111.3
NC_076213.1	QTT61838.1_replication-associated_protein_[Opuntia_virus_2]	32.5	200	127	3	2706	2125	4	201	1.5e-24	109.4
NC_076213.1	QTT61848.1_replication-associated_protein_[Opuntia_virus_2]	33.0	203	129	4	2718	2125	1	201	4.5e-24	107.8
NC_076213.1	QTT61728.1_replication-associated_protein_[Opuntia_virus_2]	31.7	202	133	3	2718	2125	1	201	5.9e-24	107.5
NC_076213.1	QTT61763.1_replication-associated_protein_[Opuntia_virus_2]	32.5	203	130	4	2718	2125	1	201	7.7e-24	107.1
NC_076270.1	QTT61678.1_replication-associated_protein_[Opuntia_virus_2]	31.8	132	79	2	1442	1077	215	345	1.3e-13	72.8
NC_076270.1	QTT61868.1_replication-associated_protein_[Opuntia_virus_2]	32.1	131	80	1	1442	1077	214	344	1.7e-13	72.4
NC_076270.1	QTT61878.1_replication-associated_protein_[Opuntia_virus_2]	31.8	132	79	2	1442	1077	215	345	1.7e-13	72.4
NC_076270.1	QTT61788.1_replication-associated_protein_[Opuntia_virus_2]	32.1	131	80	1	1442	1077	214	344	1.7e-13	72.4
NC_076270.1	QTT61683.1_replication-associated_protein_[Opuntia_virus_2]	31.8	132	79	2	1442	1077	215	345	1.7e-13	72.4
NC_076270.1	QTT61673.1_replication-associated_protein_[Opuntia_virus_2]	31.8	132	79	2	1442	1077	215	345	1.7e-13	72.4
NC_076270.1	QTT61693.1_replication-associated_protein_[Opuntia_virus_2]	31.8	132	79	2	1442	1077	215	345	1.7e-13	72.4
NC_076270.1	QTT61838.1_replication-associated_protein_[Opuntia_virus_2]	31.8	132	79	2	1442	1077	214	344	2.2e-13	72.0
NC_076270.1	QTT61793.1_replication-associated_protein_[Opuntia_virus_2]	32.1	131	80	1	1442	1077	214	344	2.2e-13	72.0
NC_076270.1	QTT61728.1_replication-associated_protein_[Opuntia_virus_2]	31.8	132	79	2	1442	1077	214	344	2.2e-13	72.0
NC_076270.1	QTT61808.1_replication-associated_protein_[Opuntia_virus_2]	31.8	132	79	2	1442	1077	214	344	2.8e-13	71.6
NC_076270.1	QTT61758.1_replication-associated_protein_[Opuntia_virus_2]	31.8	132	79	2	1442	1077	214	344	2.8e-13	71.6
NC_076270.1	QTT61763.1_replication-associated_protein_[Opuntia_virus_2]	31.8	132	79	2	1442	1077	214	344	2.8e-13	71.6
NC_076270.1	QTT61768.1_replication-associated_protein_[Opuntia_virus_2]	31.8	132	79	2	1442	1077	214	344	2.8e-13	71.6
NC_076270.1	QTT61828.1_replication-associated_protein_[Opuntia_virus_2]	31.8	132	79	2	1442	1077	214	344	3.7e-13	71.2
NC_076270.1	QTT61753.1_replication-associated_protein_[Opuntia_virus_2]	31.1	132	80	2	1442	1077	214	344	3.7e-13	71.2
NC_076270.1	QTT61713.1_replication-associated_protein_[Opuntia_virus_2]	31.1	132	80	2	1442	1077	214	344	3.7e-13	71.2
